Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM),52 Week Range
MTUAF,MTU Aero Engines AG,236,0,0.00%,23,107,12.645B,91.44,
JLL,Jones Lang LaSalle Incorporated,249.49,2.44,0.0099,"306,692","347,198",12.65B,19.03,
DVA,DaVita Inc.,121,-1.1,-0.90%,"584,970","617,474",12.673B,16.28,
KIGRY,KION GROUP AG,24.17,-0.04,-0.17%,"12,014","7,334",12.673B,22.92,
DISCB,"Discovery, Inc.",56.11,0.64,0.0115,"17,683","7,525",12.676B,33.66,
DISCK,"Discovery, Inc.",24.33,-0.2,-0.82%,2.707M,3.425M,12.676B,14.6,
DISCA,"Discovery, Inc.",25.3,-0.23,-0.90%,5.539M,5.537M,12.676B,15.18,
FBHS,"Fortune Brands Home & Security, Inc.",91.98,-1.29,-1.38%,"970,829","697,330",12.682B,17.9,
JKHY,"Jack Henry & Associates, Inc.",171.38,1.01,0.0059,"213,287","358,842",12.685B,41.6,
MSSMY,MISUMI Group Inc.,22.15,-0.16,-0.72%,385,374,12.69B,56.65,
BMBOY,"Grupo Bimbo, S.A.B. de C.V.",11.35,0,0.00%,4,429,12.7B,18.79,
SC,Santander Consumer USA Holdings Inc.,41.52,0.01,0.0002,1.07M,1.289M,12.709B,4.53,
AMH,American Homes 4 Rent,39.4,-0.58,-1.45%,1.954M,1.765M,12.72B,124.68,
YARIY,Yara International ASA,24.98,0.5,0.0203,"13,140","20,946",12.725B,11.55,
LNVGF,Lenovo Group Limited,1.03,-0.032,-3.01%,"49,369","21,374",12.728B,9.63,
LNVGY,Lenovo Group Limited,21.13,-0.02,-0.09%,"290,255","60,150",12.728B,9.87,
MHK,"Mohawk Industries, Inc.",184.39,-0.89,-0.48%,"350,564","439,006",12.728B,3.7,
BRKR,Bruker Corporation,84.58,-0.29,-0.34%,"278,577","619,190",12.773B,54.5,
NLY,"Annaly Capital Management, Inc.",8.85,-0.01,-0.11%,13.512M,15.386M,12.782B,3.85,
UHAL,AMERCO,652.51,-1.59,-0.24%,"12,755","42,057",12.794B,14.73,
PNR,Pentair plc,77.23,0.58,0.0076,"814,042",1.103M,12.81B,27.27,
IRM,Iron Mountain Incorporated,44.27,-0.52,-1.16%,1.044M,1.591M,12.814B,21.09,
SDXOF,Sodexo S.A.,84.47,0,0.00%,260,546,12.818B,N/A,
SDXAY,Sodexo S.A.,17.5,0.56,0.0334,"8,680","23,333",12.818B,N/A,
BYCBF,Barry Callebaut AG,"2,320.00",0,0.00%,5,25,12.825B,37.69,
CPB,Campbell Soup Company,42.43,0.15,0.0035,1.23M,2.868M,12.858B,12.94,
ABMRF,ABN AMRO Bank N.V.,13.64,-0.85,-5.85%,"11,825",264,12.865B,18.64,
AAVMY,ABN AMRO Bank N.V.,13.68,0.03,0.0022,"4,180","13,438",12.865B,18.69,
LNC,Lincoln National Corporation,68.53,1.09,0.0162,1.508M,1.291M,12.878B,9.36,
DFKCY,"Daifuku Co., Ltd.",24.92,-0.65,-2.54%,130,"1,673",12.895B,42.49,
SJM,The J. M. Smucker Company,119.11,-0.66,-0.55%,"557,481","806,787",12.907B,16.68,
SLVYY,Solvay SA,12.41,-0.15,-1.19%,"16,040","2,522",12.912B,16.69,
PNDZF,Pandora A/S,129.15,0,0.00%,907,282,12.94B,21.78,
HAS,"Hasbro, Inc.",94.43,-0.22,-0.23%,"417,927","672,311",13.001B,31.06,
FSPKF,Fisher & Paykel Healthcare Corporation Limited,22.35,-0.9,-3.87%,"4,246","1,092",13.003B,35.03,
GH,"Guardant Health, Inc.",128.4,-0.92,-0.71%,"403,226","775,139",13.007B,N/A,
WRB,W. R. Berkley Corporation,73.31,0.41,0.0056,"551,185","609,820",13.015B,14.74,
KEP,Korea Electric Power Corporation,10.14,-0.19,-1.84%,"150,387","161,136",13.019B,12.84,
DSRLF,DiaSorin S.p.A.,238,38,0.19,100,25,13.03B,37.64,
JRONF,"Jerónimo Martins, SGPS, S.A.",20.8,0,0.00%,100,36,13.071B,28.22,
TECK,Teck Resources Limited,24.78,0.01,0.0004,5.169M,4.598M,13.079B,103.25,
TCKRF,Teck Resources Limited,26.8,0,0.00%,39,123,13.079B,111.68,
SMUUY,The Siam Commercial Bank Public Company Limited,15.4,3.4,0.2833,"1,369",731,13.087B,61.35,
XRAY,DENTSPLY SIRONA Inc.,60.01,0.41,0.0069,"730,453",1.182M,13.115B,35.81,
MAHMF,Mahindra & Mahindra Limited,10.15,0,0.00%,"1,010",73,13.117B,36.12,
FNF,"Fidelity National Financial, Inc.",46.02,0.03,0.0007,1.09M,1.483M,13.13B,5.74,
FRSH,Freshworks Inc.,46.75,-0.79,-1.66%,1.725M,8.69M,13.157B,N/A,
WILYY,Demant A/S,27.45,-1.06,-3.72%,414,926,13.173B,38.16,
WHR,Whirlpool Corporation,210.16,1.14,0.55%,"442,164","565,298",13.178B,7,
NVCR,NovoCure Limited,127.3,-3.7,-2.82%,"264,353","597,000",13.194B,N/A,
JRONY,"Jerónimo Martins, SGPS, S.A.",42.02,-0.47,-1.11%,"7,351","2,028",13.203B,28.51,
PNC-PP,"The PNC Financial Services Group, Inc. DEPOSITARY SHS REP 1/4000TH PERP PFD SER P",26.03,-0.03,-0.12%,"129,997","186,371",12.494B,2.26,
IEP,Icahn Enterprises L.P.,50,-0.3,-0.60%,"760,655","292,504",13.227B,N/A,
APO-PA,"Apollo Global Management, Inc.",25.73,-0.09,-0.35%,"13,137","15,159",13.233B,3.02,
KIM,Kimco Realty Corporation,21.6,-0.26,-1.19%,2.582M,5.745M,13.238B,23.79,
CMTDF,"Sumitomo Mitsui Trust Holdings, Inc.",34.79,0,0.00%,"1,600","1,025",13.269B,8.78,
SUTNY,"Sumitomo Mitsui Trust Holdings, Inc.",3.54,0.01,0.28%,"31,268","134,396",13.269B,8.93,
NLY-PF,"Annaly Capital Management, Inc.",25.6,-0.02,-0.08%,"40,407","47,272",13.35B,11.14,
MTLHY,Mitsubishi Chemical Holdings Corporation,47.01,0,0.00%,164,631,13.355B,39.67,
SHNWF,Schroders plc,52.45,0,0.00%,113,200,13.364B,19.33,
ATH,Athene Holding Ltd.,69.79,1.29,1.88%,"511,808","929,585",13.398B,3.24,
SCCCF,Sunac China Holdings Limited,1.87,-0.48,-20.43%,"147,300",0,13.399B,1.53,
GLOB,Globant S.A.,324.04,-5.68,-1.72%,"225,776","275,853",13.407B,182.45,
LDOS,"Leidos Holdings, Inc.",94.75,1.72,1.85%,"525,821","739,069",13.413B,18.51,
CBOE,"Cboe Global Markets, Inc.",125.84,1.99,1.61%,"418,242","613,022",13.417B,30.9,
OROVF,Orient Overseas (International) Limited,20.24,0,0.00%,"1,059",94,13.426B,3.53,
TNABY,Tenaga Nasional Berhad,9.39,-0.05,-0.57%,289,"3,593",13.462B,14.06,
TNABF,Tenaga Nasional Berhad,2.3,0,0.00%,653,24,13.462B,13.77,
WRK,WestRock Company,50.45,0.24,0.48%,"930,876",1.486M,13.426B,N/A,
PKG,Packaging Corporation of America,141.87,-0.82,-0.57%,"272,419","578,761",13.477B,21.23,
PEXNY,PTT Exploration and Production Public Company Limited,6.8,0,0.00%,7,"1,909",13.498B,29.96,
OROVY,Orient Overseas (International) Limited,102.3,3.6,3.65%,902,"1,563",13.511B,3.57,
TRATF,Traton SE,26.65,-0.63,-2.31%,200,377,13.524B,21.99,
JXHLY,"ENEOS Holdings, Inc.",8.33,0,0.00%,608,"2,082",13.552B,6.85,
DAIUF,"Daifuku Co., Ltd.",99.1,0,0.00%,"2,703",29,13.556B,42.24,
AAP,"Advance Auto Parts, Inc.",215.66,1.57,0.73%,"464,361","575,204",13.587B,23.23,
KKPNF,Koninklijke KPN N.V.,3.26,0,0.00%,"9,760","12,052",13.611B,9.59,
ENIA,Enel Américas S.A.,6.29,-0.14,-2.18%,"747,764","886,592",13.619B,11.44,
MOS,The Mosaic Company,35.86,0.89,2.55%,4.669M,3.729M,13.623B,9.71,
L,Loews Corporation,52.96,0.02,0.04%,"783,507","904,055",13.625B,9.26,
APO-PB,"Apollo Global Management, Inc.",26.75,-0.08,-0.30%,"5,336","16,863",13.641B,3.14,
STBFY,Suntory Beverage & Food Limited,21.92,-0.29,-1.31%,"16,904","34,620",13.645B,23.63,
KKPNY,Koninklijke KPN N.V.,3.27,0,0.00%,"134,023","163,512",13.652B,9.62,
FUTU,Futu Holdings Limited,93.22,-2.65,-2.76%,2.255M,5.452M,13.673B,39.43,
CTXS,"Citrix Systems, Inc.",110.19,-0.97,-0.87%,"761,032",1.65M,13.689B,38.17,
SEOAY,Stora Enso Oyj,17.36,-0.44,-2.47%,"123,199","28,330",13.69B,17.39,
CCK,"Crown Holdings, Inc.",104.37,-1.85,-1.74%,"604,439","941,153",13.711B,19.93,
TSGTY,Tsingtao Brewery Company Limited,38.13,-0.01,-0.03%,"2,227","1,201",13.734B,12.14,
DLMAF,Dollarama Inc.,45.35,1.55,3.55%,650,"1,842",13.737B,29.9,
HWM,Howmet Aerospace Inc.,31.53,-0.18,-0.57%,3.183M,2.534M,13.524B,46.5,
CHKIF,China Southern Airlines Company Limited,0.5622,0,0.00%,199,350,13.752B,N/A,
ZNH,China Southern Airlines Company Limited,27.37,-0.03,-0.11%,"8,072","15,290",13.752B,N/A,
FND,"Floor & Decor Holdings, Inc.",130.77,0.37,0.28%,"339,542","705,169",13.762B,49.03,
NCMGY,Newcrest Mining Limited,16.69,-0.42,-2.45%,"56,934","47,806",13.77B,11.75,
NCMGF,Newcrest Mining Limited,16.72,-0.73,-4.18%,"1,415","1,131",13.77B,11.77,
AAL,American Airlines Group Inc.,21.39,0.49,2.34%,39.621M,32.019M,13.849B,N/A,
MAS,Masco Corporation,56.08,-0.59,-1.04%,1.294M,1.879M,13.861B,27.97,
VACNY,VAT Group AG,46.26,-2.43,-5.00%,789,395,13.876B,72.54,
EMN,Eastman Chemical Company,102.2,0.38,0.37%,"517,336","684,290",13.877B,43.71,
NLY-PG,"Annaly Capital Management, Inc.",25.63,-0.05,-0.19%,"32,668","23,946",13.91B,11.16,
YASKY,YASKAWA Electric Corporation,105.05,-2.53,-2.35%,"2,909","8,920",13.923B,62.09,
AMIGF,Admiral Group plc,46.77,0,0.00%,600,201,13.974B,9.25,
EDNMY,Edenred SA,27.95,-0.17,-0.62%,"13,730","16,571",13.982B,44.61,
VIVEF,Vivendi SE,12.88,-0.02,-0.19%,"18,237","10,741",13.994B,10.38,
JBAXY,Julius Bär Gruppe AG,13.1,-0.01,-0.06%,"33,818","93,006",14.009B,16.09,
PRDSF,Prada S.p.A.,5.45,-0.08,-1.48%,"2,700",285,14.016B,52.91,
PRDSY,Prada S.p.A.,10.94,-0.43,-3.78%,"4,954","1,671",14.017B,53.11,
UMICY,Umicore SA,14.55,-0.14,-0.92%,"43,690","33,723",14.03B,27.38,
AMIGY,Admiral Group plc,47.21,0,0.00%,134,"1,790",14.037B,9.34,
OTEX,Open Text Corporation,51.7,0.12,0.23%,"242,005","342,141",14.05B,45.35,
ALSMY,Alstom SA,3.72,0.04,1.09%,"347,592","410,023",14.063B,33.85,
AOMFF,Alstom SA,36.61,-0.35,-0.93%,5,279,14.063B,33.31,
FDS,FactSet Research Systems Inc.,372.78,-0.72,-0.19%,"271,185","158,093",14.083B,37.21,
CRERF,Carrefour SA,18.01,0,0.00%,"1,010","1,103",14.084B,12.86,
SOFI,"SoFi Technologies, Inc.",17.64,0.5,2.92%,22.923M,21.762M,14.105B,N/A,
MNHVF,Mowi ASA,27,0,0.00%,4,255,14.11B,23.79,
SUZ,Suzano S.A.,10.39,-0.13,-1.24%,"521,803","921,082",14.116B,6.18,
YASKF,YASKAWA Electric Corporation,54,0,0.00%,100,"1,355",14.116B,63.83,
CRPJY,China Resources Power Holdings Company Limited,35.77,0,0.00%,889,93,14.117B,10.94,
VIV,Telefônica Brasil S.A.,8.05,-0.16,-1.95%,"531,109",1.024M,13.661B,15.05,
VNO-PL,Vornado Realty Trust,25.6,-0.05,-0.18%,"9,425","15,033",14.146B,N/A,
SKHHY,Sonic Healthcare Limited,29.4,-0.91,-2.99%,"16,556","22,555",14.155B,14.75,
GME,GameStop Corp.,185.16,-6.08,-3.18%,1.686M,3.192M,14.163B,N/A,
WPC,W. P. Carey Inc.,74.77,-1.45,-1.90%,"920,248","885,949",14.165B,29.21,
CRRFY,Carrefour SA,3.67,0.05,1.38%,"49,925","160,430",14.167B,13.11,
NDSN,Nordson Corporation,243.89,-0.64,-0.26%,"98,483","172,555",14.174B,39.5,
SWGAF,The Swatch Group AG,283.5,0,0.00%,167,71,14.205B,26.19,
WSM,"Williams-Sonoma, Inc.",191.24,2.73,1.45%,"578,129","911,031",14.222B,15.24,
MTN,"Vail Resorts, Inc.",351.85,24.14,7.37%,1.222M,"280,733",14.224B,112.41,
MHGVY,Mowi ASA,27.53,-0.3,-1.08%,"8,044","20,241",14.236B,24.26,
UMICF,Umicore SA,59.29,1.46,2.52%,125,573,14.264B,27.89,
MAA-PI,"Mid-America Apartment Communities, Inc.",65.31,-0.55,-0.84%,331,426,14.29B,18.56,
LUMN,"Lumen Technologies, Inc.",12.93,0.2,1.57%,9.17M,10.964M,14.291B,N/A,
LNT,Alliant Energy Corporation,57.11,-0.14,-0.24%,"772,999","983,500",14.292B,22.84,
CSPCY,CSPC Pharmaceutical Group Limited,4.78,-0.08,-1.65%,1.038M,"223,970",14.309B,15.72,
JDDSF,JD Sports Fashion plc,14.88,0,0.00%,"8,000",164,14.316B,26.15,
JPXGY,"Japan Exchange Group, Inc.",13.43,-0.07,-0.56%,"13,893","36,774",14.326B,30.83,
SJR,Shaw Communications Inc.,29.01,0.01,0.03%,"108,446","223,885",14.34B,20.66,
DNSKF,Danske Bank A/S,16.69,0,0.00%,"2,610",501,14.363B,9.75,
NWSA,News Corporation,24.37,0.36,1.50%,2.663M,2.32M,14.353B,43.6,
NWS,News Corporation,24.14,0.42,1.77%,"785,661","544,934",14.353B,43.18,
MARUF,Marubeni Corporation,8.16,0.22,2.70%,200,"1,466",14.353B,5.7,
MARUY,Marubeni Corporation,82.65,-0.15,-0.18%,"5,503","7,422",14.356B,5.77,
SEDG,"SolarEdge Technologies, Inc.",275.36,-8.75,-3.08%,"395,827","612,768",14.393B,109.27,
BMRN,BioMarin Pharmaceutical Inc.,78.6,-0.7,-0.88%,"463,156",1.071M,14.411B,17.86,
SWMAY,Swedish Match AB (publ),9.21,-0.03,-0.32%,"17,176","60,971",14.416B,8.05,
SMFKY,Smurfit Kappa Group Plc,55.09,-1.08,-1.92%,"3,072","12,961",14.428B,20.5,
TTDKY,TDK Corporation,113.2,-0.3,-0.26%,"6,223","7,809",14.434B,17.09,
RF-PB,Regions Financial Corporation,27.73,0.02,0.07%,"67,475","42,046",14.464B,10.94,
EVRG,"Evergy, Inc.",63.15,-0.17,-0.27%,1.399M,1.299M,14.48B,18.16,
WRFRF,Wharf Real Estate Investment Company Limited,4.77,-0.13,-2.65%,"9,765",753,14.482B,N/A,
PTC,PTC Inc.,123.52,-0.32,-0.26%,"340,860","669,001",14.499B,61.48,
MQ,"Marqeta, Inc.",26.88,-0.24,-0.88%,"771,507",1.549M,14.499B,N/A,
FUJHY,Subaru Corporation,9.33,-0.05,-0.57%,"26,074","55,588",14.523B,15.42,
FUJHF,Subaru Corporation,18.96,0.11,0.58%,"8,728","4,268",14.54B,15.67,
OSCUF,"Japan Exchange Group, Inc.",27.53,0,0.00%,62,98,14.568B,31.61,
PTAIY,PT Astra International Tbk,7.12,-0.11,-1.59%,"13,685","63,133",14.589B,9.38,
PTAIF,PT Astra International Tbk,0.3607,0.0017,0.49%,"4,000","2,682",14.604B,N/A,
CFEIY,China Feihe Limited,16.3,0.3,1.87%,962,"17,768",14.614B,11.32,
FTCH,Farfetch Limited,41.2,0.15,0.37%,2.173M,4.082M,14.617B,N/A,
ACI,"Albertsons Companies, Inc.",31.34,-0.44,-1.38%,"880,266",1.349M,14.621B,26.83,
HRNNF,Hydro One Limited,24.48,0,0.00%,54,"2,700",14.631B,19.61,
AICAF,Air China Limited,0.6554,0,0.00%,70,"2,450",14.633B,N/A,
AIRYY,Air China Limited,12.53,0,0.00%,1,"1,068",14.633B,N/A,
SWMAF,Swedish Match AB (publ),9.35,0.12,1.30%,525,"6,317",14.635B,4.09,
VNO-PM,Vornado Realty Trust,26.04,0.05,0.17%,"16,111","26,734",14.658B,N/A,
NEXOY,"NEXON Co., Ltd.",16.14,0.24,1.54%,"8,887","13,569",14.669B,39.85,
NEXOF,"NEXON Co., Ltd.",16.32,0.52,3.32%,"19,370","2,304",14.669B,40.31,
WSPOF,WSP Global Inc.,125.21,-0.27,-0.22%,300,998,14.688B,47.66,
RH,RH,686.68,0.47,0.07%,"273,668","414,190",14.704B,39.1,
ZEN,"Zendesk, Inc.",122.54,-1.31,-1.06%,1.421M,1.32M,14.707B,N/A,
SKHSY,"Sekisui House, Ltd.",21.69,-0.23,-1.03%,"23,072","20,930",14.727B,11.96,
VEDL,Vedanta Limited,15.65,-0.41,-2.55%,1.495M,"867,755",14.761B,7.29,
SKHSF,"Sekisui House, Ltd.",21.88,0.02,0.10%,299,726,14.767B,12.06,
DNKEY,Danske Bank A/S,8.4,0.01,0.18%,"7,326","27,438",14.363B,9.81,
CLVT,Clarivate Plc,23.08,-0.46,-1.95%,1.181M,4.013M,14.77B,N/A,
VNO-PK,Vornado Realty Trust PFD SER K,25.02,-0.01,-0.04%,"32,558","52,839",14.028B,52.13,
KKOYY,Kesko Oyj,18.68,-0.43,-2.23%,668,"2,133",14.836B,23.28,
SZSAY,Suez SA,11.61,-0.12,-1.02%,"3,857","9,374",14.841B,22.01,
ELS,"Equity LifeStyle Properties, Inc.",80.84,-0.86,-1.05%,"688,421","672,442",14.856B,61.1,
SWPFF,Swire Properties Limited,2.54,-0.14,-5.22%,"2,000","1,795",14.859B,22.88,
BVVBY,Bureau Veritas SA,65.8,-1.38,-2.05%,"4,099","35,607",14.864B,35.49,
CAH,"Cardinal Health, Inc.",51.19,-0.17,-0.33%,2.031M,2.453M,14.868B,24.61,
RYCEY,Rolls-Royce Holdings plc,1.78,0.07,4.09%,9.055M,5.802M,14.894B,4.59,
BMXMF,bioMérieux S.A.,125.45,0,0.00%,20,73,14.897B,24.97,
GIFLF,"Grifols, S.A.",25.66,0,0.00%,"1,003","4,304",14.922B,22.55,
GRFS,"Grifols, S.A.",15.29,-0.07,-0.46%,"328,752","716,380",14.922B,26.87,
GIFOF,"Grifols, S.A.",15.48,0,0.00%,167,"12,033",14.922B,13.61,
NXGPY,NEXT plc,56.19,-0.06,-0.11%,"7,979","2,449",14.941B,36.92,
NLOK,NortonLifeLock Inc.,25.82,0.07,0.27%,2.83M,4.454M,15.009B,24.71,
SGBLY,Standard Bank Group Limited,9.4,-0.2,-2.13%,"8,026","13,669",15.015B,11.07,
BNTGY,Brenntag SE,19.25,-0.27,-1.36%,"7,813","16,893",15.03B,27.53,
EVKIF,Evonik Industries AG,32.22,0,0.00%,48,419,15.039B,20.36,
CPT,Camden Property Trust,149.75,-1.35,-0.89%,"399,207","626,438",15.061B,119.8,
CNP,"CenterPoint Energy, Inc.",25.41,0.61,2.46%,10.295M,5.555M,15.065B,18.79,
TEZNY,Terna - Rete Elettrica Nazionale Società per Azioni,22.55,-0.73,-3.14%,"13,027","15,914",15.107B,17.04,
ACGLO,Arch Capital Group Ltd.,25.93,-0.13,-0.50%,"14,151","18,355",15.119B,5.22,
BZ,Kanzhun Limited,37.01,-0.99,-2.61%,"444,349",1.111M,15.136B,N/A,
RYCEF,Rolls-Royce Holdings plc,1.81,0.06,3.43%,"234,272","123,912",15.145B,4.66,
ACGLP,Arch Capital Group Ltd.,24.98,0,0.00%,"35,134","30,963",15.159B,5.03,
BVRDF,Bureau Veritas SA,33.64,0,0.00%,3,"1,290",15.199B,36.29,
INCY,Incyte Corporation,69,-0.78,-1.12%,1.308M,1.269M,15.238B,45.36,
ESTC,Elastic N.V.,166.34,-0.65,-0.39%,"504,469","676,749",15.269B,N/A,
IPG,"The Interpublic Group of Companies, Inc.",38.88,0.47,1.22%,3.274M,3.805M,15.304B,20.71,
CGHLY,China Gas Holdings Limited,69,-3.42,-4.72%,"2,949","7,092",15.343B,10.7,
LKQ,LKQ Corporation,52.31,0.47,0.91%,1.22M,1.49M,15.373B,16.81,
CLLDY,CapitaLand Limited,5.91,0.01,0.19%,"3,558","13,766",15.375B,N/A,
OAOFY,PJSC Tatneft,41.91,-0.75,-1.76%,823,419,15.428B,7.48,
RKUNY,"Rakuten Group, Inc.",10.07,-0.1,-1.01%,"17,492","51,322",15.431B,N/A,
ELAN,Elanco Animal Health Incorporated,32.63,0.16,0.49%,1.347M,3.755M,15.435B,N/A,
RKUNF,"Rakuten Group, Inc.",10.26,-0.28,-2.70%,"2,304","4,593",15.449B,N/A,
CGHOF,China Gas Holdings Limited,2.78,0,0.00%,"2,000",915,15.454B,10.78,
RTOKY,Rentokil Initial plc,41.26,-1.1,-2.60%,"19,704","25,700",15.458B,43.43,
SGTPY,Surgutneftegas Public Joint Stock Company,5.32,0.05,0.85%,"148,832","151,922",17.154B,1.21,
NIPNF,NEC Corporation,54.7,-2.8,-4.87%,221,31,15.486B,10.63,
PLUG,Plug Power Inc.,26.97,-0.8,-2.88%,12.43M,18.139M,15.49B,N/A,
WPLCF,Wise plc,15.6,-0.01,-0.03%,"13,727","352,096",15.511B,7.19,
NHYDY,Norsk Hydro ASA,7.57,-0.12,-1.50%,"29,294","75,836",15.516B,15.07,
ACGL,Arch Capital Group Ltd.,39.18,0.18,0.46%,6.167M,1.809M,15.517B,7.88,
HDELY,HeidelbergCement AG,15.65,0.13,0.87%,"73,570","46,833",15.526B,7.56,
HLBZF,HeidelbergCement AG,78.3,2.46,3.24%,"2,794",763,15.536B,7.56,
BNTGF,Brenntag SE,100.75,0,0.00%,1,795,15.566B,28.81,
WOPEF,Woodside Petroleum Ltd,15.5,0,0.00%,300,"1,420",15.588B,41.55,
WOPEY,Woodside Petroleum Ltd,16.08,0.05,0.34%,"35,141","67,558",15.588B,43.12,
CGNX,Cognex Corporation,88.27,-0.69,-0.78%,"383,934","632,498",15.598B,51.77,
CHKP,Check Point Software Technologies Ltd.,117.47,1.92,1.66%,"862,716","936,695",15.6B,19.21,
MASI,Masimo Corporation,283.55,-1.22,-0.43%,"217,336","248,139",15.611B,73.44,
AES,The AES Corporation,23.44,-0.1,-0.42%,5.97M,5.184M,15.619B,N/A,
AHKSF,Asahi Kasei Corporation,11.21,0.24,2.19%,"2,038","19,449",15.627B,15.29,
AHKSY,Asahi Kasei Corporation,22.37,-0.24,-1.06%,"30,870","66,525",15.627B,15.26,
SBMFF,Sino Biopharmaceutical Limited,0.8308,0,0.00%,720,"5,869",15.66B,10.39,
S,"SentinelOne, Inc.",61.06,0.19,0.31%,1.886M,2.522M,16.183B,N/A,
WNGRF,George Weston Limited,104.21,-0.64,-0.61%,400,"1,196",15.694B,31.89,
NHYKF,Norsk Hydro ASA,7.66,0,0.00%,13,"34,039",15.711B,15.26,
BDORY,Banco do Brasil S.A.,5.47,-0.11,-1.97%,"228,491","226,114",15.717B,5.21,
CCOZF,China Coal Energy Company Limited,0.73,0,0.00%,"2,025","35,590",15.725B,5.62,
KNBWY,"Kirin Holdings Company, Limited",18.64,-0.01,-0.03%,"28,246","41,115",15.745B,27.61,
ATASY,Atlantia SpA,9.57,-0.05,-0.48%,728,"6,830",15.765B,N/A,
UAL,"United Airlines Holdings, Inc.",48.79,1.32,2.78%,12.236M,11.795M,15.789B,N/A,
RKLIF,Rentokil Initial plc,8.5,0,0.00%,"12,519",647,15.799B,44.72,
SQM,Sociedad Química y Minera de Chile S.A.,55.32,-0.55,-0.98%,"548,428",1.236M,15.801B,67.05,
SBNY,Signature Bank,260.79,-0.19,-0.07%,"496,417","478,009",15.072B,20.54,
WIZEY,Wise plc,15.91,0.01,0.06%,"22,766","37,114",15.824B,7.34,
JDEPF,JDE Peet's N.V.,31.5,0,0.00%,100,"3,519",15.825B,23.88,
JDSPY,JD Sports Fashion plc,15.2,-0.36,-2.31%,340,"1,096",15.858B,26.71,
ARGX,argenx SE,308,-10.01,-3.15%,"102,360","152,074",15.863B,N/A,
UDR,"UDR, Inc.",53.55,-0.43,-0.80%,1.604M,2.028M,15.896B,"1,785.00",
ABMD,"Abiomed, Inc.",350.36,-0.25,-0.07%,"191,617","193,431",15.899B,103.6,
BEN,"Franklin Resources, Inc.",31.66,0.3,0.96%,1.772M,2.724M,15.92B,13.09,
TXT,Textron Inc.,71.08,-0.18,-0.25%,"990,392",1.155M,15.932B,23.08,
DOCS,"Doximity, Inc.",86.09,-2,-2.27%,1.127M,1.939M,15.985B,277.71,
NMR,"Nomura Holdings, Inc.",5.14,0.01,0.19%,"176,592","396,615",16.008B,30.24,
CAG,"Conagra Brands, Inc.",33.35,0.16,0.48%,1.64M,3.556M,16.019B,12.54,
OMC,Omnicom Group Inc.,74.73,0.57,0.77%,1.376M,1.503M,16.023B,12.01,
MNDY,monday.com Ltd.,366.99,-3.51,-0.95%,"289,179","166,922",16.045B,N/A,
FANG,"Diamondback Energy, Inc.",88.72,0.86,0.98%,2.385M,2.452M,16.063B,N/A,
SNNUF,Smith & Nephew plc,17.55,-0.78,-4.27%,264,"6,090",16.074B,27.86,
SNN,Smith & Nephew plc,36.52,-0.38,-1.03%,"157,704","400,020",16.074B,28.98,
SCHYY,Sands China Ltd.,19.43,-1.38,-6.63%,"568,510","156,065",16.091B,N/A,
SCHYF,Sands China Ltd.,1.98,-0.12,-5.71%,"487,817","27,222",16.091B,N/A,
SZLMY,Swiss Life Holding AG,26.06,0.47,1.84%,611,"1,257",16.098B,13.49,
WPPGF,WPP plc,13.03,0,0.00%,44,669,16.106B,23.24,
MKTX,MarketAxess Holdings Inc.,424,-1.1,-0.26%,"289,418","195,307",16.112B,56.08,
SGTZY,Surgutneftegas Public Joint Stock Company,4.505,0.01,0.22%,951,"13,895",16.134B,2.89,
WPP,WPP plc,68.22,-0.57,-0.83%,"120,895","88,503",16.166B,24.32,
VTRS,Viatris Inc.,13.38,0.04,0.30%,3.741M,7.089M,16.18B,N/A,
HLMAF,Halma plc,41.94,-0.36,-0.85%,258,"1,433",16.215B,56.98,
PCTY,Paylocity Holding Corporation,297.6,0.71,0.24%,"197,039","217,336",16.249B,236.19,
CLR,"Continental Resources, Inc.",44.22,-0.11,-0.25%,1.122M,1.721M,16.253B,42.4,
PWR,"Quanta Services, Inc.",117.29,-1.32,-1.11%,1.027M,1.008M,16.321B,31.51,
ALFVY,Alfa Laval AB (publ),39.16,0.01,0.03%,"11,719","12,934",16.332B,34.02,
XROLF,Xero Limited,105.11,0,0.00%,34,368,16.345B,N/A,
NNGPF,NN Group N.V.,52.49,0,0.00%,72,634,16.347B,5.21,
NNGRY,NN Group N.V.,26.21,-0.09,-0.34%,"13,006","25,634",16.347B,5.2,
AVLR,"Avalara, Inc.",189.53,0.55,0.29%,"263,664","561,484",16.36B,N/A,
BRO,"Brown & Brown, Inc.",58.1,0.62,1.08%,"812,303",1.852M,16.361B,28.92,
FRFFF,Fairfax Financial Holdings Limited,18.57,-0.01,-0.07%,500,38,16.364B,0.17,
RF-PC,Regions Financial Corporation,28.49,-0.2,-0.70%,"42,496","28,096",16.372B,11.24,
BOUYY,Bouygues SA,8.6,0,0.00%,100,334,16.374B,10.34,
AVEVF,AVEVA Group plc,52.42,0,0.00%,310,80,16.375B,338.19,
SMPNY,"Sompo Holdings, Inc.",23.29,0.22,0.93%,861,817,16.404B,2.99,
GRUB,Just Eat Takeaway.com N.V.,15.4,-0.84,-5.17%,2.066M,2.755M,16.411B,N/A,
